,name,selling_price,km_driven,fuel,seller_type,transmission,owner,age,company
5813,Hyundai Sonata 2.4 GDi MT,500000,330000,Petrol,Individual,Manual,Second Owner,10,Hyundai
5814,Maruti Swift VVT VXI,509999,20000,Petrol,Individual,Manual,First Owner,5,Maruti
5815,Maruti Alto 800 LXI CNG,370000,16000,CNG,Individual,Manual,First Owner,2,Maruti
5816,Hyundai Grand i10 Sportz,370000,30000,Petrol,Individual,Manual,Second Owner,6,Hyundai
5817,Maruti Swift 1.3 VXi,180000,50000,Petrol,Individual,Manual,First Owner,13,Maruti
5818,Mahindra Quanto C8,300000,210000,Diesel,Individual,Manual,First Owner,10,Mahindra
5819,Hyundai i10 Sportz 1.1L,350000,20000,Petrol,Individual,Manual,First Owner,7,Hyundai
5820,Renault KWID 1.0 RXT Optional,395000,20000,Petrol,Individual,Manual,First Owner,4,Renault
5821,Toyota Innova 2.5 G (Diesel) 8 Seater,850000,100000,Diesel,Individual,Manual,First Owner,7,Toyota
5822,Toyota Innova 2.5 VX (Diesel) 7 Seater,1150000,40000,Diesel,Individual,Manual,First Owner,7,Toyota
5823,Jaguar XF 3.0 Litre S Premium Luxury,3500000,35000,Diesel,Individual,Automatic,First Owner,6,Jaguar
5824,Volkswagen Vento Diesel Highline,280000,120000,Diesel,Individual,Manual,Second Owner,10,Volkswagen
5825,Mahindra TUV 300 T10,775000,50000,Diesel,Individual,Manual,Second Owner,4,Mahindra
5826,Hyundai Verna 1.6 SX,420000,100000,Diesel,Individual,Manual,Second Owner,10,Hyundai
5827,Honda City 1.5 V MT Exclusive,310000,91000,Petrol,Individual,Manual,Second Owner,12,Honda
5828,Jeep Compass 2.0 Longitude Option BSIV,1550000,50000,Diesel,Individual,Manual,First Owner,5,Jeep
5829,Fiat Linea 1.3 Multijet Active,375000,67000,Diesel,Individual,Manual,First Owner,7,Fiat
5830,Hyundai Grand i10 Sportz,500000,40000,Petrol,Individual,Manual,First Owner,7,Hyundai
5831,Maruti Ritz ZDi,300000,100000,Diesel,Individual,Manual,Second Owner,9,Maruti
5832,Honda City 2017-2020 GXi,155000,120000,Petrol,Individual,Manual,Second Owner,14,Honda
5833,Maruti Swift Dzire LDI,350000,185000,Diesel,Individual,Manual,First Owner,9,Maruti
5834,Mahindra XUV500 AT W6 2WD,950000,75000,Diesel,Individual,Automatic,Third Owner,6,Mahindra
5835,Hyundai Grand i10 CRDi Magna,350000,80000,Diesel,Individual,Manual,Third Owner,7,Hyundai
5836,Isuzu D-Max V-Cross Z Prestige,1900000,30000,Diesel,Individual,Automatic,First Owner,3,Isuzu
5837,Tata Nexon 1.2 Revotron XM,537000,5000,Petrol,Individual,Manual,First Owner,2,Tata
5838,Volkswagen Polo 2015-2019 1.0 MPI Comfortline,585000,10000,Petrol,Individual,Manual,First Owner,3,Volkswagen
5839,Hyundai Santro LP - Euro II,56000,60000,Petrol,Individual,Manual,First Owner,20,Hyundai
5840,Maruti Ertiga VDI,350000,140000,Diesel,Individual,Manual,First Owner,10,Maruti
5841,Hyundai Elite i20 Sportz Plus BSIV,700000,19000,Petrol,Individual,Manual,First Owner,3,Hyundai
5842,Maruti Ertiga SHVS VDI,849000,44600,Diesel,Dealer,Manual,First Owner,5,Maruti
5843,Volkswagen Polo GT TSI BSIV,574000,28080,Petrol,Dealer,Automatic,First Owner,8,Volkswagen
5844,Hyundai i20 Magna 1.2,484999,28800,Petrol,Dealer,Manual,First Owner,8,Hyundai
5845,Renault KWID RXT,360000,21900,Petrol,Dealer,Manual,First Owner,4,Renault
5846,Volkswagen Polo GT TSI BSIV,575000,28100,Petrol,Dealer,Automatic,First Owner,8,Volkswagen
5847,Honda City i DTEC S,550000,110000,Diesel,Individual,Manual,Second Owner,8,Honda
5848,Hyundai i20 Asta 1.4 CRDi,700000,100000,Diesel,Individual,Manual,First Owner,6,Hyundai
5849,Maruti Swift Dzire AMT VDI,825000,7673,Diesel,Individual,Automatic,First Owner,3,Maruti
5850,Maruti Wagon R LXI Minor,114999,100000,Petrol,Individual,Manual,Second Owner,14,Maruti
5851,Tata Manza Aqua Safire,150000,75000,Petrol,Individual,Manual,Second Owner,13,Tata
5852,Maruti Swift Dzire AMT ZDI Plus,851000,50000,Diesel,Individual,Automatic,First Owner,4,Maruti
5853,Hyundai Verna 1.4 VTVT,550000,40000,Petrol,Individual,Manual,First Owner,8,Hyundai
5854,Maruti Ertiga SHVS VDI,890000,40000,Diesel,Individual,Manual,First Owner,6,Maruti
5855,Hyundai i20 1.2 Magna,265000,100000,Petrol,Individual,Manual,Second Owner,10,Hyundai
5856,Mahindra Scorpio 1.99 S10,900000,110000,Diesel,Individual,Manual,First Owner,8,Mahindra
5857,Chevrolet Beat Diesel LS,210000,96272,Diesel,Individual,Manual,First Owner,9,Chevrolet
5858,BMW 3 Series 320d Prestige,1650000,74000,Diesel,Individual,Automatic,First Owner,7,BMW
5859,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,750000,168000,Diesel,Individual,Manual,Second Owner,11,Toyota
5860,Ford Aspire Titanium BSIV,675000,7000,Petrol,Individual,Manual,First Owner,3,Ford
5861,Hyundai i20 Active 1.4 SX with AVN,715000,60000,Diesel,Individual,Manual,First Owner,5,Hyundai
5862,Tata Indigo CS eVX,227999,60000,Diesel,Individual,Manual,Second Owner,9,Tata
5863,Maruti Wagon R VXI BS IV,400000,22500,Petrol,Individual,Manual,First Owner,7,Maruti
5864,Maruti Vitara Brezza ZDi AMT,925000,7400,Diesel,Individual,Automatic,First Owner,2,Maruti
5865,Maruti Swift Dzire VXi,275000,70000,Petrol,Individual,Manual,Third Owner,11,Maruti
5866,Maruti Wagon R LXI Minor,175000,67000,Petrol,Individual,Manual,First Owner,13,Maruti
5867,Ford Fusion 1.4 TDCi Diesel,155000,110000,Diesel,Individual,Manual,Third Owner,13,Ford
5868,Maruti SX4 VDI,325000,175000,Diesel,Individual,Manual,Second Owner,10,Maruti
5869,Mahindra Scorpio LX BSIV,700000,120000,Diesel,Individual,Manual,First Owner,8,Mahindra
5870,Tata Indica V2 DiCOR DLG BS-III,50000,120000,Diesel,Individual,Manual,Third Owner,14,Tata
5871,Mahindra Scorpio LX,450000,370000,Diesel,Individual,Manual,First Owner,10,Mahindra
5872,Hyundai Verna 1.6 SX CRDi (O),645000,150360,Diesel,Individual,Manual,First Owner,8,Hyundai
5873,Tata Tigor 1.05 Revotorq XZ,597000,15000,Diesel,Individual,Manual,First Owner,5,Tata
5874,Renault KWID AMT,400000,30000,Petrol,Individual,Automatic,Second Owner,4,Renault
5875,Maruti Swift Vdi BSIII,300000,150000,Diesel,Individual,Manual,First Owner,13,Maruti
5876,Maruti Swift VDI BSIV,573000,100000,Diesel,Individual,Manual,Second Owner,7,Maruti
5877,Maruti Alto K10 LXI,180000,70000,Petrol,Individual,Manual,First Owner,11,Maruti
5878,Tata Nano Lx,70000,40000,Petrol,Individual,Manual,First Owner,11,Tata
5879,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,500000,154000,Diesel,Individual,Manual,Third Owner,14,Toyota
5880,Hyundai Accent GLS 1.6 ABS,110000,110000,Petrol,Individual,Manual,Second Owner,18,Hyundai
5881,Maruti Ertiga VDI,450000,120000,Diesel,Individual,Manual,Second Owner,9,Maruti
5882,Tata Sumo Gold GX,310000,145000,Diesel,Individual,Manual,First Owner,9,Tata
5883,Mahindra KUV 100 D75 K8,400000,30000,Diesel,Individual,Manual,First Owner,5,Mahindra
5884,Maruti Swift ZDi,390000,90000,Diesel,Individual,Manual,Second Owner,8,Maruti
5885,Maruti Alto LXi,122000,110000,Petrol,Individual,Manual,Fourth & Above Owner,11,Maruti
5886,Mahindra Scorpio 1.99 S4,741000,70000,Diesel,Individual,Manual,First Owner,6,Mahindra
5887,Hyundai i20 1.4 CRDi Sportz,330000,40000,Diesel,Individual,Manual,Second Owner,10,Hyundai
5888,Mahindra Scorpio SLE BSIV,300000,166000,Diesel,Individual,Manual,Third Owner,12,Mahindra
5889,Hyundai i10 Sportz,215000,100000,Petrol,Individual,Manual,Third Owner,11,Hyundai
5890,Maruti Wagon R LXI Minor,150000,75000,Petrol,Individual,Manual,Third Owner,13,Maruti
5891,Hyundai EON Era,250000,42130,Petrol,Individual,Manual,First Owner,9,Hyundai
5892,Maruti Ritz LXI,180000,53000,Petrol,Individual,Manual,Second Owner,12,Maruti
5893,Maruti Zen LXI,150000,106000,Petrol,Individual,Manual,Second Owner,16,Maruti
5894,Toyota Corolla DX,275000,96000,Petrol,Individual,Manual,Second Owner,17,Toyota
5895,Maruti Baleno Sigma,556000,10000,Petrol,Individual,Manual,First Owner,3,Maruti
5896,Maruti Swift Dzire VXI Optional,550000,37000,Petrol,Individual,Manual,First Owner,6,Maruti
5897,Mahindra XUV500 AT W9 2WD,1500000,20000,Diesel,Individual,Automatic,First Owner,4,Mahindra
5898,Toyota Etios Liva 1.2 V Dual Tone,549000,35000,Petrol,Individual,Manual,First Owner,5,Toyota
5899,Hyundai i20 2015-2017 Asta 1.2,630000,50000,Petrol,Individual,Manual,First Owner,6,Hyundai
5900,Mahindra Bolero Pik-Up FB 1.7T,679000,5000,Diesel,Individual,Manual,First Owner,2,Mahindra
5901,Maruti Swift 1.3 ZXI,320000,85000,Petrol,Individual,Manual,First Owner,11,Maruti
5902,Hyundai Creta 1.6 CRDi SX,1125000,47000,Diesel,Individual,Manual,Second Owner,5,Hyundai
5903,Maruti Baleno Alpha 1.3,680000,71000,Diesel,Individual,Manual,First Owner,5,Maruti
5904,Honda City i-DTEC ZX,1050000,50000,Diesel,Individual,Manual,First Owner,5,Honda
5905,Tata Zest Quadrajet 1.3 XMS,450000,57000,Diesel,Individual,Manual,First Owner,7,Tata
5906,Maruti Wagon R VXI BS IV,210000,43000,Petrol,Individual,Manual,First Owner,12,Maruti
5907,Maruti Swift Dzire VDI,470000,60000,Diesel,Individual,Manual,First Owner,8,Maruti
5908,Maruti Swift Dzire VXI,470000,60000,Petrol,Individual,Manual,First Owner,8,Maruti
5909,Hyundai i20 Asta 1.4 CRDi,550000,40000,Diesel,Individual,Manual,First Owner,7,Hyundai
5910,Maruti A-Star Vxi,204999,60000,Petrol,Individual,Manual,First Owner,11,Maruti
5911,Honda City i VTEC CVT VX,950000,30000,Petrol,Individual,Automatic,First Owner,7,Honda
5912,Hyundai i20 Asta Option 1.4 CRDi,550000,160000,Diesel,Individual,Manual,Second Owner,7,Hyundai
5913,Toyota Innova 2.5 E Diesel PS 7-Seater,270000,147500,Diesel,Individual,Manual,Second Owner,15,Toyota
5914,Volkswagen Polo Diesel Trendline 1.2L,280000,90000,Diesel,Individual,Manual,Third Owner,9,Volkswagen
5915,Maruti Ciaz ZDi Plus SHVS,630000,70000,Diesel,Individual,Manual,Second Owner,7,Maruti
5916,Honda City 2017-2020 EXi,220000,70000,Petrol,Individual,Manual,First Owner,15,Honda
5917,Mahindra Xylo D4,320000,120000,Diesel,Individual,Manual,First Owner,8,Mahindra
5918,Hyundai EON Era Plus,225000,75000,Petrol,Individual,Manual,Second Owner,9,Hyundai
5919,Honda City 1.5 V MT,380000,85000,Petrol,Individual,Manual,Second Owner,12,Honda
5920,Maruti Swift Dzire VDi,380000,70000,Diesel,Individual,Manual,Third Owner,10,Maruti
5921,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,600000,29000,Diesel,Individual,Manual,First Owner,5,Volkswagen
5922,Ford Endeavour 2.5L 4X2 MT,620000,40000,Diesel,Individual,Manual,Second Owner,8,Ford
5923,Hyundai Verna SX CRDi AT,500000,90000,Diesel,Individual,Automatic,First Owner,10,Hyundai
5924,Mahindra TUV 300 T8 AMT,700000,40000,Diesel,Individual,Automatic,First Owner,7,Mahindra
5925,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,550000,138000,Diesel,Individual,Manual,First Owner,7,Ford
5926,Maruti Swift VDI Optional,600000,70000,Diesel,Individual,Manual,First Owner,6,Maruti
5927,Volkswagen Ameo 1.0 MPI Comfortline,550000,30000,Petrol,Individual,Manual,Second Owner,3,Volkswagen
5928,Hyundai Verna 1.6 CRDI,475000,125000,Diesel,Individual,Manual,Third Owner,9,Hyundai
5929,Honda City i DTEC S,615000,120000,Diesel,Individual,Manual,Second Owner,7,Honda
5930,Maruti Swift Dzire LDI,385000,180000,Diesel,Individual,Manual,Second Owner,9,Maruti
5931,Tata Zest Revotron 1.2T XMS,500000,20000,Petrol,Individual,Manual,First Owner,7,Tata
5932,Renault Duster 85PS Diesel RxL Option,450000,80000,Diesel,Individual,Manual,First Owner,10,Renault
5933,Toyota Innova 2.5 Z Diesel 7 Seater,969999,110000,Diesel,Individual,Manual,Second Owner,8,Toyota
5934,Hyundai Verna 1.6 SX CRDi (O),580000,80000,Diesel,Individual,Manual,Second Owner,9,Hyundai
5935,Toyota Platinum Etios 1.4 GXD,550000,40000,Diesel,Individual,Manual,First Owner,5,Toyota
5936,Honda WR-V i-VTEC S,780000,30000,Petrol,Individual,Manual,First Owner,4,Honda
5937,Ford Fiesta 1.5 TDCi Titanium,500000,80000,Diesel,Individual,Manual,First Owner,8,Ford
5938,Skoda Laura Ambiente 2.0 TDI CR MT,270000,140000,Diesel,Individual,Manual,Second Owner,11,Skoda
5939,Maruti Alto K10 VXI,335000,25000,Petrol,Individual,Manual,First Owner,5,Maruti
5940,Maruti Swift Dzire VDI,755000,20000,Diesel,Individual,Manual,First Owner,5,Maruti
5941,Hyundai i20 Active SX Diesel,651000,42323,Diesel,Dealer,Manual,First Owner,6,Hyundai
5942,BMW X1 sDrive20d M Sport,1075000,42545,Diesel,Dealer,Automatic,First Owner,11,BMW
5943,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,690000,32000,Diesel,Dealer,Manual,First Owner,6,Maruti
5944,Maruti Swift Dzire VDI Optional,589000,41232,Diesel,Dealer,Manual,First Owner,5,Maruti
5945,Mahindra Bolero B4,445000,40200,Diesel,Dealer,Manual,First Owner,7,Mahindra
5946,Ford Ecosport Sports Diesel,475000,48000,Diesel,Dealer,Manual,Second Owner,9,Ford
5947,Honda Amaze E Diesel BSIV,465000,27233,Diesel,Dealer,Manual,First Owner,8,Honda
5948,Tata Manza Aura Safire,225000,35000,Petrol,Individual,Manual,First Owner,11,Tata
5949,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,310000,200000,Diesel,Individual,Manual,Second Owner,17,Toyota
5950,Tata Sumo EX,445000,63000,Diesel,Dealer,Manual,First Owner,6,Tata
5951,Mahindra Bolero B4,445000,62000,Diesel,Dealer,Manual,First Owner,7,Mahindra
5952,Tata New Safari 3L Dicor LX 4x2,450000,68240,Diesel,Dealer,Manual,First Owner,10,Tata
5953,Mahindra Scorpio 1.99 S10 4WD,450000,78000,Diesel,Dealer,Manual,First Owner,14,Mahindra
5954,Maruti Swift VDI BSIV,525000,38000,Diesel,Dealer,Manual,Second Owner,5,Maruti
5955,Maruti Wagon R VXI,200000,35000,Petrol,Dealer,Manual,First Owner,12,Maruti
5956,Maruti Swift Dzire LXI,611000,9000,Petrol,Dealer,Manual,First Owner,4,Maruti
5957,Hyundai Creta 1.6 CRDi Anniversary Edition,819999,39000,Diesel,Dealer,Manual,First Owner,6,Hyundai
5958,Hyundai Creta 1.4 CRDi S,825000,39000,Diesel,Dealer,Manual,First Owner,6,Hyundai
5959,Ford Ecosport 1.5 Diesel Titanium,599000,92651,Diesel,Dealer,Manual,First Owner,7,Ford
5960,Maruti Swift LXi BSIV,490000,28000,Petrol,Dealer,Manual,First Owner,4,Maruti
5961,Hyundai EON Magna Plus,340000,30000,Petrol,Individual,Manual,First Owner,5,Hyundai
5962,Mercedes-Benz E-Class E350 Petrol,1000000,80000,Petrol,Individual,Automatic,Third Owner,13,Mercedes
5963,Hyundai Creta 1.6 CRDi SX,1237000,46000,Diesel,Individual,Manual,First Owner,4,Hyundai
5964,Volkswagen Polo Diesel Highline 1.2L,350000,70000,Diesel,Individual,Manual,Second Owner,9,Volkswagen
5965,Maruti 800 Std,31000,56194,Petrol,Individual,Manual,Fourth & Above Owner,22,Maruti
5966,Maruti Swift ZXI Plus,695000,40000,Petrol,Individual,Manual,First Owner,4,Maruti
5967,Maruti Alto 800 VXI,270000,40000,Petrol,Individual,Manual,First Owner,7,Maruti
5968,Maruti Ertiga SHVS VDI,790000,120000,Diesel,Individual,Manual,First Owner,6,Maruti
5969,Maruti Swift VDI Optional,590000,120000,Diesel,Individual,Manual,First Owner,6,Maruti
5970,Maruti Swift Dzire AMT VXI,635000,120000,Petrol,Individual,Automatic,First Owner,5,Maruti
5971,Mahindra Bolero 2011-2019 ZLX,540000,110000,Diesel,Individual,Manual,Second Owner,7,Mahindra
5972,Renault Pulse RxZ,265000,67000,Diesel,Individual,Manual,Second Owner,10,Renault
5973,Maruti Swift Dzire ZDI,600000,50000,Diesel,Individual,Manual,First Owner,8,Maruti
5974,Hyundai Verna 1.6 CRDI,409999,100000,Diesel,Individual,Manual,Second Owner,10,Hyundai
5975,Toyota Etios GD,525000,80000,Diesel,Individual,Manual,Second Owner,7,Toyota
5976,Ford Figo Diesel EXI Option,150000,50000,Diesel,Individual,Manual,First Owner,11,Ford
5977,Maruti Esteem Lxi - BSIII,55000,70000,Petrol,Individual,Manual,Third Owner,15,Maruti
5978,Maruti Omni 5 Seater BSIV,130000,70000,Petrol,Individual,Manual,Second Owner,11,Maruti
5979,Maruti Vitara Brezza ZDi Plus Dual Tone,925000,50000,Diesel,Individual,Manual,First Owner,5,Maruti
5980,Renault Lodgy 85PS RxE 7 Seater,690000,65000,Diesel,Individual,Manual,Second Owner,5,Renault
5981,Maruti Ertiga VDI,560000,200000,Diesel,Individual,Manual,Second Owner,10,Maruti
5982,Maruti Ciaz Zeta Diesel,950000,7500,Diesel,Individual,Manual,First Owner,4,Maruti
5983,Renault Lodgy 85PS RxE 7 Seater,695000,65000,Diesel,Individual,Manual,Second Owner,5,Renault
5984,Maruti Swift VXI,450000,35000,Petrol,Individual,Manual,Second Owner,9,Maruti
5985,BMW 5 Series 530d,2000000,60000,Diesel,Individual,Automatic,First Owner,9,BMW
5986,Maruti Swift VXi BSIV,229999,71000,Petrol,Individual,Manual,First Owner,13,Maruti
5987,Maruti Alto K10 LXI,300000,30000,Petrol,Individual,Manual,First Owner,5,Maruti
5988,Maruti Alto LXi,200000,50000,Petrol,Individual,Manual,Second Owner,10,Maruti
5989,Mercedes-Benz New C-Class C 220 CDI Elegance AT,725000,80000,Diesel,Individual,Automatic,Second Owner,14,Mercedes
5990,Nissan Micra XV,235000,90000,Petrol,Individual,Manual,Second Owner,11,Nissan
5991,Hyundai i20 2015-2017 Sportz 1.2,666000,13000,Petrol,Individual,Manual,First Owner,5,Hyundai
5992,Maruti 800 AC,65000,100000,Petrol,Individual,Manual,Third Owner,22,Maruti
5993,Hyundai Santro Xing XG,85000,80000,Petrol,Individual,Manual,Third Owner,18,Hyundai
5994,Honda WR-V i-DTEC VX,834000,30000,Diesel,Individual,Manual,First Owner,4,Honda
5995,Mahindra Bolero 2011-2019 SLX,430000,120000,Diesel,Individual,Manual,First Owner,10,Mahindra
5996,Maruti Swift Vdi BSIII,360000,120000,Diesel,Individual,Manual,Second Owner,12,Maruti
5997,Hyundai EON Era Plus,240000,70000,Petrol,Individual,Manual,First Owner,8,Hyundai
5998,Maruti Swift VDI Deca,210000,210000,Diesel,Individual,Manual,First Owner,6,Maruti
5999,Tata Indigo eCS LE TDI BSIII,135000,148000,Diesel,Individual,Manual,Second Owner,12,Tata
6000,Mahindra TUV 300 T6 Plus,700000,54188,Diesel,Individual,Manual,First Owner,5,Mahindra
6001,Mahindra TUV 300 T6 Plus,750000,60000,Diesel,Individual,Manual,First Owner,5,Mahindra
6002,Skoda Rapid 1.6 TDI Elegance,425000,90000,Diesel,Individual,Manual,First Owner,10,Skoda
6003,Chevrolet Beat LT,150000,100000,Petrol,Individual,Manual,Third Owner,11,Chevrolet
6004,Hyundai EON D Lite Plus,215000,40000,Petrol,Individual,Manual,First Owner,8,Hyundai
6005,Datsun GO T BSIV,225000,35000,Petrol,Individual,Manual,First Owner,8,Datsun
6006,Renault KWID Climber 1.0 MT,330000,20000,Petrol,Individual,Manual,First Owner,5,Renault
6007,Maruti Omni LPG CARGO BSIII W IMMOBILISER,54000,144000,LPG,Individual,Manual,Second Owner,15,Maruti
6008,Hyundai Grand i10 AT Sportz,374000,54043,Petrol,Dealer,Automatic,First Owner,8,Hyundai
6009,Hyundai Verna 1.6 SX CRDI (O) AT,549000,66657,Diesel,Dealer,Automatic,First Owner,10,Hyundai
6010,Tata Indigo CS LS (TDI) BS-III,390000,42000,Diesel,Individual,Manual,Second Owner,6,Tata
6011,Hyundai i20 Asta Optional with Sunroof 1.2,455999,35582,Petrol,Dealer,Manual,First Owner,9,Hyundai
6012,Volkswagen Polo GT TSI,453000,54327,Petrol,Dealer,Automatic,Second Owner,9,Volkswagen
6013,Volkswagen Ameo 1.2 MPI Highline,579000,7949,Petrol,Dealer,Manual,First Owner,6,Volkswagen
6014,Hyundai i10 Sportz 1.2 AT,258000,59734,Petrol,Dealer,Automatic,First Owner,12,Hyundai
6015,Honda City S,428000,49185,Petrol,Dealer,Manual,First Owner,10,Honda
6016,Hyundai i10 Magna,262000,56389,Petrol,Dealer,Manual,First Owner,11,Hyundai
6017,Volkswagen Polo Petrol Highline 1.2L,389000,58245,Petrol,Dealer,Manual,First Owner,9,Volkswagen
6018,Nissan Micra XL Optional,346000,36422,Petrol,Dealer,Manual,First Owner,7,Nissan
6019,Honda Jazz Basic,339000,42535,Petrol,Dealer,Manual,First Owner,11,Honda
6020,Hyundai i10 Sportz AT,272000,40736,Petrol,Dealer,Automatic,First Owner,11,Hyundai
6021,Maruti Swift VXI,369000,56246,Petrol,Dealer,Manual,First Owner,10,Maruti
6022,Maruti Swift LXI,277000,55403,Petrol,Dealer,Manual,First Owner,11,Maruti
6023,Tata Tigor 1.2 Revotron XZ,535000,30000,Petrol,Individual,Manual,First Owner,4,Tata
6024,Maruti Alto K10 VXI,265000,67000,Petrol,Individual,Manual,First Owner,7,Maruti
6025,Hyundai Verna 1.6 VTVT,400000,70000,Petrol,Individual,Manual,First Owner,9,Hyundai
6026,Hyundai Grand i10 CRDi Asta,459999,90000,Diesel,Individual,Manual,Second Owner,8,Hyundai
6027,Hyundai Elite i20 Petrol Sportz,667000,7500,Petrol,Individual,Manual,First Owner,3,Hyundai
6028,Tata New Safari DICOR 2.2 EX 4x2,300000,80000,Diesel,Individual,Manual,Second Owner,11,Tata
6029,Tata Indigo CR4,229999,186000,Diesel,Individual,Manual,First Owner,10,Tata
6030,Tata Indica V2 eLS,200000,110000,Diesel,Individual,Manual,Second Owner,6,Tata
6031,Ford Fiesta 1.4 TDCi EXI,150000,120000,Diesel,Individual,Manual,Third Owner,17,Ford
6032,Ford Fiesta Classic 1.4 Duratorq CLXI,280000,105358,Diesel,Individual,Manual,Third Owner,10,Ford
6033,Hyundai i20 Sportz Option 1.2,590000,70000,Petrol,Individual,Manual,Second Owner,8,Hyundai
6034,Hyundai i10 Era,142000,49200,Petrol,Individual,Manual,Second Owner,12,Hyundai
6035,Honda City i-VTEC VX,850000,40000,Petrol,Individual,Manual,First Owner,5,Honda
6036,Honda Mobilio V i DTEC,600000,40000,Diesel,Individual,Manual,Second Owner,8,Honda
6037,Mahindra TUV 300 T8,700000,40000,Diesel,Individual,Manual,First Owner,5,Mahindra
6038,Chevrolet Beat LS,200000,70000,Petrol,Individual,Manual,First Owner,9,Chevrolet
6039,Hyundai Creta 1.6 CRDi SX,900000,110000,Diesel,Individual,Manual,First Owner,6,Hyundai
6040,Maruti Alto K10 VXI,220000,100000,Petrol,Individual,Manual,First Owner,8,Maruti
6041,Hyundai Grand i10 1.2 Kappa Sportz AT,650000,10000,Petrol,Individual,Automatic,Second Owner,4,Hyundai
